estado;cidade;populacao;pib;pib_percapita
RIO GRANDE DO SUL;BOA VISTA DO SUL;2700;37583.06640625;13919.65039062
CEARÁ;ITAPIÚNA;18610;57058.2109375;3066.0
MINAS GERAIS;BETIM;441748;25183730.0;57009.26953125
SÃO PAULO;PALMARES PAULISTA;11742;71329.03125;6074.68994141
RIO GRANDE DO SUL;SÃO VALÉRIO DO SUL;2729;25478.38085938;9336.16015625
SÃO PAULO;SEVERÍNIA;15707;182392.53125;11612.1796875
MINAS GERAIS;GUIDOVAL;7523;51039.98046875;6784.52001953
MATO GROSSO;CONQUISTA D'OESTE;3289;38263.3828125;11633.74023438
BAHIA;BARRA DO CHOÇA;31527;287249.9375;9111.24023438
PERNAMBUCO;RECIFE;1561659;24835340.0;15903.1796875
SÃO PAULO;PRESIDENTE EPITÁCIO;40891;410311.84375;10034.28027344
PARANÁ;LUIZIANA;7357;146517.78125;19915.41992188
RIO GRANDE DO SUL;SETE DE SETEMBRO;2134;23714.16796875;11112.54003906
PERNAMBUCO;BELÉM DE SÃO FRANCISCO;21342;98158.421875;4599.31005859
SÃO PAULO;TABAPUÃ;11980;142219.609375;11871.41992188
MINAS GERAIS;NOVA MÓDICA;3952;25803.06835938;6529.12011719
RIO GRANDE DO SUL;IBIRUBÁ;19358;548263.9375;28322.34960938
PARÁ;NOVO PROGRESSO;21504;150373.875;6992.83007812
SÃO PAULO;SÃO PEDRO DO TURVO;7439;95514.3671875;12839.6796875
MATO GROSSO;ARIPUANÃ;20511;342075.71875;16677.66992188
RIO DE JANEIRO;SILVA JARDIM;22230;188598.5;8483.95996094
PIAUÍ;MONSENHOR HIPÓLITO;7425;24684.06835938;3324.44995117
PARÁ;REDENÇÃO;67064;573767.6875;8555.51953125
MINAS GERAIS;IBIÁ;23069;564040.3125;24450.140625
MINAS GERAIS;CAPETINGA;7326;60727.01953125;8289.25
MINAS GERAIS;JAPONVAR;8536;31483.63085938;3688.34008789
RIO GRANDE DO SUL;VERA CRUZ;23928;418724.6875;17499.359375
SÃO PAULO;QUINTANA;5948;65366.13671875;10989.59960938
SÃO PAULO;OURO VERDE;8162;72577.4375;8892.11035156
MINAS GERAIS;PLANURA;11138;348062.0;31249.94921875
PIAUÍ;PIO IX;17714;70273.3125;3967.11010742
MINAS GERAIS;JAPARAÍBA;3866;37439.67578125;9684.33984375
PARANÁ;DIAMANTE DO SUL;3791;26999.47070312;7121.99023438
GOIÁS;PALMELO;2324;15232.96191406;6554.62988281
SANTA CATARINA;ITAJAÍ;172081;10870486.0;63170.75
MINAS GERAIS;BOM JESUS DA PENHA;3980;59391.4765625;14922.48046875
SANTA CATARINA;SÃO DOMINGOS;9611;201767.796875;20993.41992188
BAHIA;SÃO MIGUEL DAS MATAS;10675;71017.234375;6652.66992188
RIO GRANDE DO SUL;TAPERA;10787;243322.9375;22557.05078125
PARÁ;ORIXIMINÁ;58683;852071.4375;14519.90039062
BAHIA;ITAMBÉ;35512;124283.6875;3499.77001953
RONDÔNIA;MINISTRO ANDREAZZA;10572;96860.171875;9161.95019531
MARANHÃO;OLHO D'ÁGUA DAS CUNHÃS;17923;67412.1640625;3761.20996094
SERGIPE;RIACHUELO;9466;97857.0703125;10337.74023438
RIO GRANDE DO SUL;PORTO LUCENA;5587;49653.62890625;8887.34960938
SANTA CATARINA;TREZE DE MAIO;6791;86741.7734375;12773.04980469
BAHIA;GAVIÃO;4507;15637.85742188;3469.67993164
RIO DE JANEIRO;SÃO JOSÉ DO VALE DO RIO PRETO;20574;184233.609375;8954.6796875
SANTA CATARINA;IBICARÉ;3458;46735.234375;13515.11035156
MINAS GERAIS;LAGOA DA PRATA;47007;658043.375;13998.83984375
PARANÁ;LARANJAL;6339;44649.85546875;7043.66992188
RIO GRANDE DO SUL;PORTO MAUÁ;2580;31846.53320312;12343.62011719
CEARÁ;AQUIRAZ;71400;603479.0625;8452.08984375
BAHIA;SÃO GABRIEL;19099;60514.3359375;3168.45996094
RIO GRANDE DO SUL;MORRINHOS DO SUL;3263;32064.82617188;9826.79003906
MINAS GERAIS;PATIS;5572;27132.82226562;4869.49023438
BAHIA;LAURO DE FREITAS;156936;2672093.5;17026.640625
PARANÁ;HONÓRIO SERPA;6180;96662.96875;15641.25976562
RIO GRANDE DO SUL;BOA VISTA DO BURICÁ;6655;85096.53125;12786.86035156
SÃO PAULO;IPEÚNA;5691;114837.3984375;20178.76953125
MINAS GERAIS;BOTUMIRIM;6550;26801.24609375;4091.79003906
SANTA CATARINA;SERRA ALTA;3277;44036.15625;13437.95019531
BAHIA;ITABUNA;213656;2280732.75;10674.79003906
RIO GRANDE DO SUL;PROGRESSO;6420;74208.53125;11558.95996094
MINAS GERAIS;SÃO DOMINGOS DAS DORES;5418;34492.50390625;6366.27978516
GOIÁS;INHUMAS;46786;452558.71875;9672.95019531
CEARÁ;ITAPAGÉ;47354;249719.25;5273.45996094
MINAS GERAIS;CARLOS CHAGAS;21212;195723.25;9227.00976562
MINAS GERAIS;FREI INOCÊNCIO;9347;54560.2578125;5837.18994141
MATO GROSSO;ARAGUAINHA;1115;11522.66308594;10334.23046875
PERNAMBUCO;CHÃ DE ALEGRIA;12185;43013.71875;3530.05004883
GOIÁS;DIORAMA;2243;23718.08007812;10574.26953125
SANTA CATARINA;BALNEÁRIO BARRA DO SUL;7791;84694.8515625;10870.86035156
RIO GRANDE DO SUL;MULITERNO;1872;30497.47851562;16291.38964844
CEARÁ;ALCÂNTARAS;10816;32610.0546875;3014.97998047
SÃO PAULO;FERNANDO PRESTES;5312;92881.0078125;17485.13085938
PARANÁ;SÃO JOÃO DO IVAÍ;11890;126352.34375;10626.76953125
RIO DE JANEIRO;NOVA FRIBURGO;178653;2638733.5;14770.16015625
RIO DE JANEIRO;CASIMIRO DE ABREU;30572;1001154.8125;32747.43945312
RIO GRANDE DO SUL;ITAQUI;36560;779404.3125;21318.5
RIO GRANDE DO SUL;CARAÁ;7606;43464.18359375;5714.45996094
PIAUÍ;PIMENTEIRAS;12125;39999.8671875;3298.95996094
ALAGOAS;FELIZ DESERTO;4568;34067.5078125;7457.85986328
PARAÍBA;SÃO JOÃO DO TIGRE;4726;16890.47070312;3573.94995117
SANTA CATARINA;PONTE ALTA;5228;62066.015625;11871.84960938
BAHIA;CANARANA;25935;89429.9609375;3448.22998047
SÃO PAULO;NOVA ODESSA;48754;1602155.25;32862.03125
AMAPÁ;PORTO GRANDE;14951;144603.140625;9671.79980469
GOIÁS;QUIRINÓPOLIS;39756;700326.6875;17615.61914062
SÃO PAULO;RIO DAS PEDRAS;28478;929610.4375;32643.109375
BAHIA;MUQUÉM DE SÃO FRANCISCO;10691;46145.44140625;4316.29003906
PIAUÍ;CONCEIÇÃO DO CANINDÉ;5077;15099.21386719;2974.04003906
BAHIA;ANGICAL;15191;62100.0;4087.94995117
RIO GRANDE DO SUL;HERVAL;7120;69569.1875;9770.95019531
PARAÍBA;COXIXOLA;1770;9451.24511719;5339.68994141
PARANÁ;MARUMBI;4154;34303.30078125;8257.90039062
SANTA CATARINA;PALMITOS;16596;355737.84375;21435.15039062
PARANÁ;MERCEDES;4902;76281.640625;15561.33007812
SANTA CATARINA;CAPÃO ALTO;3358;47479.2578125;14139.15039062
MINAS GERAIS;JOANÉSIA;5567;47648.38671875;8559.08007812
MINAS GERAIS;FORMIGA;67178;699269.4375;10409.20019531
PERNAMBUCO;IATI;18350;70813.296875;3859.04003906
PIAUÍ;BOA HORA;6369;18437.96875;2894.94995117
SÃO PAULO;ILHABELA;26011;303694.3125;11675.61035156
CEARÁ;PACOTI;11519;48024.953125;4169.18994141
MINAS GERAIS;SANTA BÁRBARA DO LESTE;7762;43049.03515625;5546.12988281
MARANHÃO;PARAIBANO;20255;60119.0625;2968.11010742
PARÁ;BAIÃO;28299;105948.2578125;3743.88989258
CEARÁ;IPU;41052;161581.125;3936.01000977
BAHIA;QUIXABEIRA;9631;30138.6953125;3129.34008789
RIO GRANDE DO SUL;BARRACÃO;5401;97695.7890625;18088.4609375
RIO GRANDE DO SUL;CHARRUA;3642;44772.2265625;12293.30957031
SANTA CATARINA;MAFRA;52933;899691.5625;16996.80078125
CEARÁ;UBAJARA;31247;174912.265625;5597.72998047
PERNAMBUCO;BETÂNIA;12011;42571.109375;3544.34008789
TOCANTINS;MIRANORTE;12231;90362.7265625;7388.00976562
BAHIA;DIAS D'ÁVILA;57708;1320355.0;22879.9296875
MINAS GERAIS;ALTO JEQUITIBÁ;8122;73914.4921875;9100.53027344
TOCANTINS;DARCINÓPOLIS;5388;44195.53515625;8202.58984375
BAHIA;FÁTIMA;19703;60504.7265625;3070.84008789
MINAS GERAIS;CAJURI;4106;31722.73828125;7725.95019531
PARANÁ;PARANACITY;9946;140555.96875;14131.91015625
ALAGOAS;SÃO LUÍS DO QUITUNDE;32871;179677.546875;5466.14013672
SÃO PAULO;TURMALINA;1958;27111.48828125;13846.51953125
MINAS GERAIS;POTÉ;15237;72084.265625;4730.87011719
RIO GRANDE DO SUL;FONTOURA XAVIER;11335;103708.546875;9149.41015625
MARANHÃO;BELA VISTA DO MARANHÃO;8855;31553.85351562;3563.38989258
PERNAMBUCO;TORITAMA;33206;151669.125;4567.52001953
ESPIRITO SANTO;PONTO BELO;7247;55758.921875;7694.06982422
BAHIA;MARAÚ;17270;68925.3125;3991.04003906
SANTA CATARINA;PAPANDUVA;17670;284224.75;16085.16015625
MATO GROSSO;BRASNORTE;15089;399421.90625;26471.0703125
MARANHÃO;MIRADOR;19991;97021.4921875;4853.25976562
GOIÁS;PARANAIGUARA;7862;88284.84375;11229.30957031
MINAS GERAIS;JECEABA;6036;48413.43359375;8020.77978516
MINAS GERAIS;PASSA QUATRO;15907;139200.046875;8750.87011719
ACRE;PORTO ACRE;14682;160340.78125;10920.91015625
CEARÁ;PALMÁCIA;10838;34406.640625;3174.62988281
PARAÍBA;CAMALAÚ;5959;25068.58007812;4206.83984375
SÃO PAULO;GUAREÍ;14918;132047.078125;8851.53027344
TOCANTINS;ARAGUACEMA;5591;38038.546875;6803.52978516
PIAUÍ;LUÍS CORREIA;27148;97695.8671875;3598.63989258
MARANHÃO;NOVA IORQUE;5087;16706.12890625;3284.08007812
RIO GRANDE DO SUL;MAXIMILIANO DE ALMEIDA;5050;54290.7890625;10750.65039062
RIO GRANDE DO SUL;ALTO FELIZ;3067;27727.14453125;9040.48046875
PERNAMBUCO;SOLIDÃO;6123;22864.5859375;3734.20996094
PARANÁ;SÃO JORGE DO PATROCÍNIO;6080;43224.23046875;7109.25
RIO GRANDE DO SUL;MIRAGUAÍ;4986;48548.41015625;9736.95019531
RONDÔNIA;CEREJEIRAS;16622;237927.984375;14314.04003906
PERNAMBUCO;ARCOVERDE;68000;353226.59375;5194.50976562
MINAS GERAIS;PAULA CÂNDIDO;9404;51212.125;5445.77978516
ESPIRITO SANTO;ITAGUAÇU;14171;144087.3125;10167.75976562
PARAÍBA;MOGEIRO;12504;54398.78515625;4350.50976562
MINAS GERAIS;DIONÍSIO;10589;50279.2109375;4748.25
MINAS GERAIS;SANTA ROSA DA SERRA;3407;34233.875;10048.09960938
AMAZONAS;MARAÃ;18135;109074.7265625;6014.60009766
RIO GRANDE DO SUL;SÃO DOMINGOS DO SUL;2961;37326.453125;12606.03027344
RIO GRANDE DO NORTE;TOUROS;30549;202100.953125;6615.62988281
PERNAMBUCO;TABIRA;27219;99592.4375;3658.92993164
MINAS GERAIS;POUSO ALEGRE;127974;2563770.5;20033.52929688
ALAGOAS;PIRANHAS;25107;73379.25;2922.65991211
MINAS GERAIS;SANTA VITÓRIA;15791;281404.15625;17820.5390625
SÃO PAULO;ITÁPOLIS;40411;656431.4375;16243.87988281
GOIÁS;URUTAÍ;2720;38238.0078125;14058.08984375
PARAÍBA;SUMÉ;17085;71887.9765625;4207.66992188
ESPIRITO SANTO;IÚNA;26239;230193.375;8772.95019531
SERGIPE;CUMBE;3870;21582.24414062;5576.81005859
BAHIA;BARROCAS;13868;99350.3203125;7164.0
AMAZONAS;ITAPIRANGA;9733;37870.4453125;3890.92993164
MINAS GERAIS;CONTAGEM;625393;15410450.0;24641.23046875
TOCANTINS;SANDOLÂNDIA;3562;38600.35546875;10836.70996094
PARAÍBA;EMAS;3374;15891.53613281;4710.0
MINAS GERAIS;AREADO;13864;105690.2734375;7623.35986328
SANTA CATARINA;BOM RETIRO;8594;116169.546875;13517.51953125
MINAS GERAIS;BOCAINA DE MINAS;5216;25390.21679688;4867.75976562
ACRE;BUJARI;6772;88708.03125;13099.24023438
GOIÁS;CAMPINORTE;10039;83268.4765625;8294.5
SÃO PAULO;BERTIOGA;44233;665977.0625;15056.11035156
MINAS GERAIS;MINDURI;3665;31218.28125;8517.95019531
GOIÁS;APORÉ;3708;81910.3515625;22090.16992188
PERNAMBUCO;CARUARU;298501;2420401.5;8108.52001953
RIO GRANDE DO NORTE;SÃO JOSÉ DO SERIDÓ;4066;27033.29296875;6648.62011719
RIO DE JANEIRO;RIO DAS FLORES;8787;293115.4375;33357.8515625
CEARÁ;JUAZEIRO DO NORTE;249829;1595504.125;6386.37988281
RIO GRANDE DO NORTE;OURO BRANCO;5166;28777.16796875;5570.49023438
PARANÁ;PLANALTINA DO PARANÁ;3864;45960.53515625;11894.54980469
AMAPÁ;MAZAGÃO;14655;114913.0546875;7841.22021484
MINAS GERAIS;FRONTEIRA;15706;706347.25;44973.078125
MINAS GERAIS;RIO PRETO;5631;37442.55859375;6649.35986328
RIO GRANDE DO SUL;GUARANI DAS MISSÕES;8414;180706.109375;21476.83984375
PIAUÍ;MILTON BRANDÃO;7246;18874.77539062;2604.85009766
CEARÁ;IPUEIRAS;39288;135950.578125;3460.36010742
SERGIPE;GRACHO CARDOSO;5732;31583.64453125;5510.06005859
SANTA CATARINA;ALFREDO WAGNER;10274;170042.234375;16550.73046875
PARAÍBA;PASSAGEM;2202;11653.19238281;5292.08984375
MINAS GERAIS;CHIADOR;2974;22917.57617188;7705.97998047
MINAS GERAIS;VISCONDE DO RIO BRANCO;37228;498500.25;13390.46972656
MINAS GERAIS;MARLIÉRIA;3793;20432.83398438;5386.97998047
SÃO PAULO;MONTEIRO LOBATO;4295;36359.76953125;8465.59960938
PARÁ;SENADOR JOSÉ PORFÍRIO;14434;50105.02734375;3471.32006836
PIAUÍ;ÁGUA BRANCA;16518;62860.98046875;3805.60009766
MARANHÃO;VARGEM GRANDE;45630;142970.515625;3133.26000977
SÃO PAULO;ESPÍRITO SANTO DO PINHAL;42260;670886.1875;15875.20996094
PARÁ;TUCUMÃ;27691;244780.0625;8839.70019531
RIO DE JANEIRO;JAPERI;101690;589030.25;5792.41015625
PARAÍBA;AMPARO;2078;9379.60351562;4513.77001953
RIO DE JANEIRO;BARRA MANSA;176899;3514292.5;19866.09960938
PARANÁ;ALVORADA DO SUL;9255;97418.75;10526.0703125
SÃO PAULO;PIACATU;5472;56237.203125;10277.26953125
SÃO PAULO;INÚBIA PAULISTA;3841;51121.6015625;13309.45019531
RIO GRANDE DO SUL;SÃO MIGUEL DAS MISSÕES;7656;168247.109375;21975.84960938
BAHIA;MACAJUBA;11517;36031.44140625;3128.54003906
SÃO PAULO;CAJAMAR;63675;4134485.0;64931.05078125
SANTA CATARINA;BALNEÁRIO ARROIO DO SILVA;8808;69070.9921875;7841.85009766
MINAS GERAIS;MATIAS BARBOSA;13872;503760.125;36314.890625
RIO GRANDE DO NORTE;LAJES;10865;44814.03125;4124.62011719
RIO GRANDE DO NORTE;PEDRA GRANDE;4027;21086.859375;5236.37011719
BAHIA;VÁRZEA NOVA;14365;53921.52734375;3753.66992188
PARANÁ;NOVA LARANJEIRAS;11577;87150.453125;7527.89990234
RIO GRANDE DO SUL;SÃO BORJA;63035;1158438.625;18377.69921875
PARÁ;TERRA ALTA;10580;27078.78710938;2559.42993164
PARANÁ;CAFELÂNDIA;14034;439807.0625;31338.6796875
RIO DE JANEIRO;CAMPOS DOS GOYTACAZES;434008;19581276.0;45117.3203125
PERNAMBUCO;SANTA CRUZ DA BAIXA VERDE;12209;36680.328125;3004.37011719
PERNAMBUCO;SANTA CRUZ DO CAPIBARIBE;80330;408839.375;5089.5
RIO GRANDE DO NORTE;TRIUNFO POTIGUAR;3327;15428.45019531;4637.35009766
MINAS GERAIS;BRUMADINHO;34391;475015.625;13812.20996094
BAHIA;ESPLANADA;33115;301334.8125;9099.65039062
PERNAMBUCO;CANHOTINHO;24847;92529.078125;3723.94995117
SÃO PAULO;MONÇÕES;2129;143834.265625;67559.5390625
MINAS GERAIS;MUTUM;27123;178215.953125;6570.66015625
MINAS GERAIS;RIO MANSO;5266;37097.17578125;7044.66015625
PIAUÍ;DIRCEU ARCOVERDE;6996;19998.32226562;2858.54003906
SANTA CATARINA;NOVA ERECHIM;4381;60672.01171875;13848.90039062
MINAS GERAIS;LAGOA FORMOSA;17134;153542.96875;8961.29980469
BAHIA;IBOTIRAMA;26419;129069.2890625;4885.47021484
MATO GROSSO DO SUL;MIRANDA;24838;223395.234375;8994.08984375
GOIÁS;GOIANDIRA;5081;47799.625;9407.51953125
PARAÍBA;NOVA OLINDA;6455;22368.90820312;3465.36010742
PARAÍBA;DIAMANTE;6751;26172.796875;3876.87988281
MINAS GERAIS;MARTINHO CAMPOS;12662;142586.734375;11261.0
PARANÁ;NOVA SANTA ROSA;7965;126507.46875;15882.91992188
GOIÁS;AMORINÓPOLIS;3484;37992.16796875;10904.75976562
PARÁ;IRITUIA;30552;81347.4296875;2662.59008789
SÃO PAULO;ÁLVARES FLORENCE;3876;56580.80859375;14597.73046875
PARANÁ;TERRA BOA;15069;135372.40625;8983.5
MINAS GERAIS;BURITIS;22465;429076.75;19099.7890625
PIAUÍ;LAGOA DO SÍTIO;5292;18909.66015625;3573.25
PIAUÍ;DOMINGOS MOURÃO;4447;14099.85058594;3170.63989258
ESPIRITO SANTO;MUNIZ FREIRE;18358;136367.578125;7428.24023438
SÃO PAULO;DOBRADA;8214;67685.765625;8240.29003906
RIO DE JANEIRO;ITALVA;14676;129764.2109375;8841.9296875
RIO GRANDE DO NORTE;JARDIM DE ANGICOS;2598;12700.25195312;4888.47021484
MINAS GERAIS;PITANGUI;26038;199301.484375;7654.25
SANTA CATARINA;RANCHO QUEIMADO;2893;38830.9453125;13422.37988281
GOIÁS;BONFINÓPOLIS;7336;45527.7109375;6206.06982422
RIO GRANDE DO SUL;JABOTICABA;4204;45350.16015625;10787.37988281
MINAS GERAIS;JACUÍ;7426;59960.48828125;8074.39990234
RIO DE JANEIRO;ARRAIAL DO CABO;26896;308012.03125;11451.95996094
MATO GROSSO DO SUL;PARANHOS;11553;71293.5078125;6171.0
RIO DE JANEIRO;SÃO FRANCISCO DE ITABAPOANA;47832;425176.375;8888.95019531
SANTA CATARINA;TUNÁPOLIS;4775;65162.640625;13646.62988281
PARANÁ;RANCHO ALEGRE D'OESTE;2976;56572.75390625;19009.66015625
SERGIPE;PIRAMBU;8608;45362.34375;5269.79003906
MARANHÃO;VILA NOVA DOS MARTÍRIOS;9185;65729.953125;7156.22998047
PARAÍBA;ZABELÊ;2101;9599.48144531;4569.00976562
BAHIA;OURIÇANGAS;8131;26103.7578125;3210.39990234
MINAS GERAIS;ITAJUBÁ;90225;1455166.375;16128.19042969
MINAS GERAIS;ITACARAMBI;18261;101189.3984375;5541.27978516
SÃO PAULO;PEDREGULHO;15777;243681.765625;15445.37988281
PIAUÍ;CASTELO DO PIAUÍ;19142;70410.484375;3678.32006836
PARAÍBA;TAPEROÁ;15236;60003.859375;3938.29003906
CEARÁ;BATURITÉ;33271;134232.671875;4034.52001953
MINAS GERAIS;ANDRELÂNDIA;12369;91036.46875;7360.04980469
PARANÁ;TAPEJARA;15367;226308.21875;14726.90039062
PARANÁ;JAPURÁ;8663;75535.453125;8719.3203125
SÃO PAULO;SÃO JOAQUIM DA BARRA;46172;902304.875;19542.25
ESPIRITO SANTO;MANTENÓPOLIS;11630;71786.7734375;6172.54980469
SANTA CATARINA;AURORA;5560;87116.484375;15668.4296875
MINAS GERAIS;CATUJI;6633;27707.33203125;4177.18994141
PARÁ;SÃO CAETANO DE ODIVELAS;16862;58551.58984375;3472.39990234
SANTA CATARINA;RIO DO CAMPO;6135;92486.703125;15075.25976562
MATO GROSSO;CASTANHEIRA;8059;95436.4765625;11842.21972656
PIAUÍ;PARNAGUÁ;10731;35954.1796875;3350.5
RONDÔNIA;SANTA LUZIA D'OESTE;9348;114667.9453125;12266.58007812
PERNAMBUCO;VERDEJANTE;10098;37193.05078125;3683.20996094
RIO GRANDE DO NORTE;PILÕES;3535;18169.74804688;5139.95996094
SÃO PAULO;MOGI DAS CRUZES;375268;7712574.0;20552.1796875
PARANÁ;BARBOSA FERRAZ;13995;96583.484375;6901.27978516
MINAS GERAIS;SÃO SEBASTIÃO DO RIO PRETO;1737;9779.67578125;5630.20996094
MATO GROSSO DO SUL;ANTÔNIO JOÃO;8734;154354.140625;17672.7890625
MARANHÃO;PERI MIRIM;12492;38253.81640625;3062.27001953
SANTA CATARINA;BRUNÓPOLIS;2943;41448.7890625;14083.86035156
PARANÁ;ICARAÍMA;9296;92969.8984375;10001.05957031
SÃO PAULO;BARIRI;33267;512013.15625;15391.01953125
RIO GRANDE DO NORTE;SERRA DE SÃO BENTO;5973;19798.83007812;3314.7199707
PIAUÍ;PARNAÍBA;146059;757988.75;5189.60986328
GOIÁS;GOIANÉSIA;56839;543086.1875;9554.8203125
BAHIA;CAMPO FORMOSO;68101;337622.03125;4957.66992188
BAHIA;MACAÚBAS;48633;144157.8125;2964.19995117
BAHIA;BURITIRAMA;19492;55079.7578125;2825.76000977
SÃO PAULO;SANTA ISABEL;46902;748769.6875;15964.55957031
BAHIA;BAIXA GRANDE;21814;67050.234375;3073.7199707
BAHIA;CORDEIROS;8883;27428.83007812;3087.79003906
MINAS GERAIS;PEDRA BONITA;6751;41265.0546875;6112.43994141
CEARÁ;PARACURU;32557;166716.234375;5120.75
MINAS GERAIS;SARZEDO;25583;230657.375;9016.04003906
RIO DE JANEIRO;CARAPEBUS;11939;300379.84375;25159.55078125
PIAUÍ;PIRIPIRI;62107;255724.34375;4117.47998047
PARÁ;LIMOEIRO DO AJURU;24967;78205.4921875;3132.35009766
ESPIRITO SANTO;SÃO GABRIEL DA PALHA;30604;274371.65625;8965.21972656
BAHIA;SÍTIO DO QUINTO;13811;47883.55859375;3467.06005859
PARANÁ;ESPIGÃO ALTO DO IGUAÇU;5200;48089.51953125;9247.98046875
BAHIA;IGUAÍ;29449;86859.359375;2949.47998047
SÃO PAULO;LUCÉLIA;20284;206526.3125;10181.73046875
RONDÔNIA;MACHADINHO D'OESTE;33159;303792.15625;9161.6796875
MINAS GERAIS;FRUTAL;54819;786498.75;14347.19042969
SERGIPE;PORTO DA FOLHA;27456;145578.5;5302.25
MARANHÃO;CAXIAS;148072;825527.0625;5575.16992188
SÃO PAULO;CANAS;4765;34601.5703125;7261.60986328
PIAUÍ;BARRO DURO;6853;25050.22070312;3655.37011719
MARANHÃO;NOVA OLINDA DO MARANHÃO;17835;77139.328125;4325.16992188
PERNAMBUCO;CAETÉS;26386;93925.2890625;3559.65991211
PARANÁ;TURVO;14363;141484.265625;9850.61035156
RORAIMA;CANTÁ;11942;146091.0625;12233.37988281
SANTA CATARINA;LACERDÓPOLIS;2266;39482.30859375;17423.7890625
ALAGOAS;SÃO JOSÉ DA TAPERA;31361;85124.4453125;2714.34008789
RIO GRANDE DO SUL;MOSTARDAS;12392;208354.046875;16813.58984375
TOCANTINS;ITACAJÁ;6534;49225.61328125;7533.75976562
BAHIA;CRISÓPOLIS;20279;85858.2421875;4233.85009766
SANTA CATARINA;MAREMA;2275;33027.140625;14517.41992188
RIO GRANDE DO SUL;BARRA FUNDA;2453;63942.12890625;26066.91015625
SANTA CATARINA;RIO RUFINO;2518;25421.84375;10096.04980469
MARANHÃO;FERNANDO FALCÃO;8765;36901.5859375;4210.10986328
RIO GRANDE DO NORTE;CAMPO REDONDO;10947;46653.8046875;4261.79003906
ALAGOAS;MATRIZ DE CAMARAGIBE;25493;102110.5078125;4005.42993164
PARÁ;MARITUBA;101158;518739.1875;5128.00976562
CEARÁ;TAMBORIL;26857;89577.265625;3335.34008789
MINAS GERAIS;SANTANA DO MANHUAÇU;8353;51455.734375;6160.14990234
PIAUÍ;PADRE MARCOS;7582;24608.11914062;3245.60009766
ESPIRITO SANTO;SOORETAMA;23761;263118.34375;11073.54003906
MINAS GERAIS;ARAPORÃ;6522;681050.8125;104423.609375
MINAS GERAIS;MAR DE ESPANHA;11658;78774.9609375;6757.16015625
SÃO PAULO;SALTO GRANDE;8968;112990.6875;12599.3203125
SÃO PAULO;SOROCABA;584313;14182597.0;24272.25976562
RIO GRANDE DO NORTE;JUNDIÁ;3663;16786.94921875;4582.83984375
PERNAMBUCO;ALTINHO;22427;80618.5546875;3594.70996094
PIAUÍ;SEBASTIÃO LEAL;4231;35031.90625;8279.8203125
PARANÁ;CIDADE GAÚCHA;11079;162055.78125;14627.29003906
MINAS GERAIS;PIMENTA;8525;94904.59375;11132.5
RIO GRANDE DO SUL;MATO QUEIMADO;1880;25251.08203125;13431.4296875
MINAS GERAIS;ANTÔNIO DIAS;9598;65187.90625;6791.81982422
SÃO PAULO;HOLAMBRA;10224;504277.21875;49322.890625
MATO GROSSO;PARANATINGA;21424;381964.625;17828.8203125
RIO DE JANEIRO;RIO DAS OSTRAS;96622;4480098.5;46367.26953125
PERNAMBUCO;FLORESTA;28100;204670.65625;7283.64990234
ALAGOAS;ATALAIA;53023;208935.734375;3940.4699707
ESPIRITO SANTO;SANTA TERESA;20742;205491.609375;9907.03027344
PARANÁ;FLORAÍ;5158;78503.890625;15219.83007812
RIO GRANDE DO SUL;PASSO FUNDO;187507;3728977.5;19887.140625
MATO GROSSO;BARRA DO BUGRES;34349;417087.21875;12142.62988281
ALAGOAS;QUEBRANGULO;11566;43188.9765625;3734.12988281
PARANÁ;ORTIGUEIRA;25002;207916.859375;8316.00976562
BAHIA;BRUMADO;64642;480991.4375;7440.85009766
PERNAMBUCO;PAUDALHO;47521;222534.765625;4682.87011719
MATO GROSSO;CAMPOS DE JÚLIO;5223;624462.375;119560.1015625
BAHIA;MORRO DO CHAPÉU;35031;127060.5625;3627.09008789
MINAS GERAIS;BURITIZEIRO;27068;241022.125;8904.3203125
PARÁ;SANTA MARIA DAS BARREIRAS;17778;92045.8671875;5177.52001953
ALAGOAS;JOAQUIM GOMES;22436;67053.9296875;2988.67993164
SÃO PAULO;BOM JESUS DOS PERDÕES;17993;226661.453125;12597.20019531
AMAZONAS;CAAPIRANGA;11170;45974.66015625;4115.91015625
MINAS GERAIS;ALTEROSA;13810;104638.234375;7576.99023438
MARANHÃO;LAGO DOS RODRIGUES;7940;44755.63671875;5636.72998047
MINAS GERAIS;CORINTO;23048;147273.484375;6389.85986328
MINAS GERAIS;CLARAVAL;4453;49489.51171875;11113.75
PARANÁ;SANTA MÔNICA;3642;36312.3671875;9970.45019531
MARANHÃO;SÃO JOÃO DO PARAÍSO;11729;50444.48828125;4300.83007812
PARANÁ;GUAIRAÇÁ;5867;77366.6171875;13186.74023438
MARANHÃO;GOVERNADOR ARCHER;10330;35078.73828125;3395.81005859
PARÁ;ACARÁ;48501;240422.15625;4957.06005859
CEARÁ;MUCAMBO;14537;45321.98828125;3117.69995117
MINAS GERAIS;TAPIRA;3757;193151.859375;51411.19921875
MINAS GERAIS;JESUÂNIA;4983;36957.18359375;7416.64990234
SÃO PAULO;GUARACI;9459;105016.4453125;11102.28027344
RIO GRANDE DO SUL;FARROUPILHA;63375;1371059.625;21634.08007812
RIO GRANDE DO NORTE;UMARIZAL;10913;54438.6328125;4988.41992188
